type;skz;desc;coords;street;zip;city;keeper;classes;pupils;male;female
VS;709021;Volksschule;1324019.34,5985261.12;Höhenstraße 10;6274;Aschau im Zillertal;öffentl.;6;95;53;42
NMSH;709022;Mittelschule I;1310656.73,6006438.21;Josef-Sattler-Straße 1;6200;Jenbach;öffentl.;8;139;69;70
SS;709023;Allgemeine Sonderschule;1303501.2,5998799.98;Franz-Josef-Straße 26;6130;Schwaz;öffentl.;2;9;6;3
PS;709024;Polytechnische Schule;1310656.73,6006438.21;Josef-Sattler-Str. 1a;6200;Jenbach;öffentl.;3;52;36;16
AHS;709026;Bundesrealgymnasium und Bundes-Oberstufenrealgymnasium;1304284.12,5999859.07;Johannes-Messner-Weg 14;6130;Schwaz;öffentl.;28;622;280;342
NMSH;709032;Mittelschule II;1310656.73,6006438.21;Josef-Sattler-Straße 1;6200;Jenbach;öffentl.;10;190;94;96
PS;709034;Polytechnische Schule;1319044.03,5998389.72;Lindenweg 22;6263;Fügen;öffentl.;3;68;44;24
BS;709035;Tiroler Fachberufsschule Schwaz-Rotholz;1304056.65,5999848.46;Johannes-Messner-Weg 6;6130;Schwaz;öffentl.;27;416;180;236
AHS;709036;Bundes-Oberstufenrealgymnasium;1322211.76,5980063.17;Schwimmbadweg 3;6280;Zell am Ziller;öffentl.;5;99;23;76
VS;709041;Volksschule;1324571.22,5969321.44;Brandberg 13;6290;Brandberg;öffentl.;1;19;10;9
NMSH;709042;Mittelschule;1320649.8,5969353.77;Pfarrer-Krapf-Straße 399;6290;Mayrhofen;öffentl.;11;209;112;97
SS;709043;Allgemeine Sonderschule;1319039.25,5998354.63;Lindenweg 24;6263;Fügen;öffentl.;2;14;9;5
PS;709044;Polytechnische Schule;1322377.87,5980108.57;Schwimmbadweg 1;6280;Zell am Ziller;öffentl.;2;33;19;14
VS;709051;Volksschule;1319057.93,6005971.47;Dorf 40b;6260;Bruck am Ziller;öffentl.;4;57;35;22
NMSH;709052;Mittelschule 1;1303372.48,5999323.49;Hubert-Danzl-Platz 1;6130;Schwaz;öffentl.;12;248;126;122
PS;709054;Polytechnische Schule;1320690.81,5969456.75;Hauptstraße 411;6290;Mayrhofen;öffentl.;2;30;19;11
VS;709061;Volksschule;1314364.51,5958412.23;Dornauberg 27;6295;Dornauberg;öffentl.;1;12;8;4
NMSH;709062;Mittelschule 2;1303372.48,5999323.49;Hubert-Danzl-Platz 1;6130;Schwaz;öffentl.;12;297;180;117
VS;709071;Volksschule;1308021.46,6011429.7;Dorfstraße 28;6212;Eben am Achensee;öffentl.;7;128;54;74
NMSH;709072;Mittelschule;1323213.81,5990044.35;Lenzengasse 1;6275;Stumm;öffentl.;10;182;92;90
VS;709081;Volksschule;1315560.54,5966854;Persal 225;6292;Finkenberg;öffentl.;2;37;21;16
NMSH;709082;Mittelschule;1302201.04,6000511.92;Fiecht 1;6134;Vomp;öffentl.;10;212;109;103
VS;709091;Volksschule;1318831.54,5998810.87;Schulstraße 16;6263;Fügen;öffentl.;9;192;91;101
NMSH;709092;Mittelschule;1296220.16,5991987.95;Schulgasse 6;6116;Weer;öffentl.;12;231;121;110
VS;709101;Volksschule;1308749.19,6001657.14;Hof 58;6222;Gallzein;öffentl.;2;42;22;20
NMSH;709102;Mittelschule;1322377.87,5980108.57;Schwimmbadweg 1;6280;Zell am Ziller;öffentl.;15;330;168;162
VS;709111;Volksschule;1324648.14,5991490.83;Gattererberg 14;6276;Stummerberg;öffentl.;1;11;5;6
VS;709121;Volksschule;1340875.95,5979357.39;Gerlos 271;6281;Gerlos;öffentl.;2;37;18;19
NMSH;709122;Mittelschule;1306157.24,5968085.3;Auen 354;6293;Tux;öffentl.;4;78;37;41
VS;709131;Volksschule;1325534.2,5979101.4;Gerlosberg 42;6280;Gerlosberg;öffentl.;2;29;18;11
NMSH;709132;Mittelschule;1321034.8,5975138.71;Lindenstraße 34;6283;Hippach;öffentl.;10;196;98;98
VS;709141;Volksschule Hainzenberg;1325009.25,5977806.44;Dörfl 360;6278;Hainzenberg;öffentl.;2;33;18;15
NMSH;709142;Mittelschule 2;1319130.05,5998175;Lindenweg 30;6263;Fügen;öffentl.;10;194;109;85
VS;709151;Volksschule;1321709.74,5999439.46;Kirchplatz 1;6265;Hart im Zillertal;öffentl.;4;77;38;39
NMSH;709152;Mittelschule Achensee;1307907.22,6011679.21;Maurach, Pertisauer Straße 2;6212;Eben am Achensee;öffentl.;9;179;97;82
VS;709171;Volksschule Schwendau/Hippach;1320818.99,5975232.18;Johann-Sponring-Straße 82;6283;Schwendau;öffentl.;7;123;59;64
VS;709181;Volksschule;1299198.15,5987709.88;Innerweerberg 10;6133;Weerberg;öffentl.;2;38;20;18
VS;709191;Volksschule;1310414.37,6006271.86;Südtiroler Platz 1;6200;Jenbach;öffentl.;16;331;187;144
VS;709211;Volksschule;1321714.87,5989971.07;Schmiedau 17;6272;Kaltenbach;öffentl.;4;57;30;27
VS;709221;Volksschule;1306116.28,5968109.26;Tux 353;6293;Tux;öffentl.;5;91;45;46
VS;709241;Volksschule I;1320614.62,5969412.84;Pfarrer-Krapf-Straße 399;6290;Mayrhofen;öffentl.;8;160;91;69
VS;709251;Volksschule;1298673.7,5990905.31;Mitterberg 111;6133;Weerberg;öffentl.;7;107;69;38
VS;709261;Volksschule;1317327.78,5996095.28;Pankrazberg, Hochfügenerstraße 142;6264;Fügenberg;öffentl.;3;57;31;26
VS;709271;Volksschule;1301921.46,6014470.9;Pertisau, Seebergstraße 7;6213;Eben am Achensee;öffentl.;2;29;16;13
VS;709281;Volksschule;1300326.83,5994597.66;Auweg 3;6130;Pill;öffentl.;2;35;13;22
VS;709291;Volksschule;1303758.31,5993148.43;Pillbergstraße 109;6136;Pill;öffentl.;2;23;8;15
VS;709301;Volksschule;1321584.68,5975597.65;Nr. 240;6284;Ramsau im Zillertal;öffentl.;5;81;46;35
VS;709311;Volksschule;1321232.17,5991474.36;Großriedstraße 8;6273;Ried im Zillertal;öffentl.;3;55;26;29
VS;709321;Volksschule St. Margarethen;1309899.13,6004225.95;Sankt Margarethen 105;6220;Buch in Tirol;öffentl.;7;110;62;48
VS;709331;Volksschule;1318083.11,6003662.66;Schlitters 111;6262;Schlitters;öffentl.;5;78;37;41
VS;709341;Volksschule Hans Sachs;1303501.2,5998799.98;Franz-Josef-Straße 26;6130;Schwaz;öffentl.;18;336;167;169
VS;709351;Volksschule Johannes Messner-Volksschule;1304112.17,5999894.84;Johannes-Messner-Weg 8;6130;Schwaz;öffentl.;14;275;148;127
VS;709381;Volksschule;1318550.33,5974798.26;Hochschwendberg 478;6283;Hippach;öffentl.;1;12;7;5
VS;709391;Volksschule;1304563.27,6002568.86;Oberdorf 96;6135;Stans;öffentl.;8;115;58;57
VS;709401;Volksschule;1313762,6026417.16;Steinberg am Rofan 29;6215;Steinberg am Rofan;öffentl.;1;7;4;3
VS;709411;Volksschule;1315958.67,6006852.3;Oberdorf 12;6261;Strass im Zillertal;öffentl.;3;45;21;24
BMHSK;709418;Bundeshandelsakademie und Bundeshandelsschule;1304284.12,5999859.07;Johannes-Messner-Weg 14;6130;Schwaz;öffentl.;18;354;175;179
VS;709421;Volksschule Volksschule Stumm;1323305.21,5990092.04;Lenzengasse 3;6275;Stumm;öffentl.;4;83;39;44
VS;709431;Volksschule;1324737.79,5989466.19;Stummerberg 48;6276;Stummerberg;öffentl.;2;22;12;10
BMHST;709437;Höhere technische Bundeslehranstalt;1311883.47,6006691.73;Schalserstraße 43;6200;Jenbach;öffentl.;22;435;415;20
VS;709441;Volksschule;1295895.25,5994682.32;Kirchstraße 9;6123;Terfens;öffentl.;4;66;37;29
BMHST;709459;Höhere Bundeslehranstalt und Bundesfachschule (Fachrichtung Tourismus);1322211.76,5980063.17;Schwimmbadweg 3;6280;Zell am Ziller;öffentl.;13;287;89;198
BMHST;709467;Werkmeisterschule für Berufstätige Fachrichtung Maschinenbau der Kammer für Arbeiter und Angestellte für Tirol;1311883.47,6006691.73;Schalser Straße 43;6200;Jenbach;privat;1;12;12;0
VS;709471;Volksschule;1320418.31,5994846.79;Schulweg 5;6271;Uderns;öffentl.;5;84;44;40
VS;709481;Volksschule;1300619.79,5997583.06;Hoferweg 10;6134;Vomp;öffentl.;12;248;118;130
VS;709491;Volksschule;1299085.65,5995605.61;Vomperbach, Kirchboden 15;6123;Terfens;öffentl.;2;43;25;18
VS;709501;Volksschule;1312986.21,6008676.21;Wiesing 67;6210;Wiesing;öffentl.;5;87;41;46
VS;709511;Volksschule;1322586.36,5980443.45;Unterdorf 15;6280;Zell am Ziller;öffentl.;7;107;66;41
LFMS;709710;Landwirtschaftliche Landeslehranstalt;1313372.56,6006081.38;Rotholz 46;6200;Rotholz;öffentl.;16;410;238;172
BS;709730;Landwirtschaftliche Berufsschule für Burschen und Mädchen;1313372.56,6006081.38;Rotholz 46;6200;Jenbach;öffentl.;6;182;136;46
LFHS;709760;Höhere Bundeslehr- und Forschungsanstalt für Landwirtschaft und Ernährung sowie Lebensmittel- u. Biotechnologie Tirol;1313702.6,6005871.78;Rotholz 50;6200;Strass im Zillertal;öffentl.;12;304;59;245
GKS;709910;Schule für allgemeine Gesundheits- und Krankenpflege am Allgemeinen öffentlichen Bezirkskrankenhaus Schwaz;1302927.74,5998526.82;Theodor-Körner-Straße 2;6130;Schwaz;öffentl.;0;263;36;227
VS;801011;Volksschule;1102927.79,5957263.44;Dorf 10;6781;Bartholomäberg;öffentl.;4;63;37;26
SS;801013;Allgemeine Sonderschule (Stadtschulzentrum);1093670.91,5966904.82;Sankt Peterstraße 5;6700;Bludenz;öffentl.;8;48;27;21
PS;801014;Polytechnische Schule;1094353.73,5967269.43;Unterfeldstraße 25;6700;Bludenz;öffentl.;15;120;65;55
BS;801015;Landesberufsschule Bludenz;1094479.9,5967188.83;Unterfeldstraße 27;6700;Bludenz;öffentl.;60;1134;923;211
AHS;801016;Bundesgymnasium;1094108.82,5967547.33;Unterfeldstraße 11;6700;Bludenz;öffentl.;39;891;398;493
VS;801021;Volksschule Bartholomäberg-Gantschier;1100603.43,5956767.45;Gantschier, Schulweg 2;6781;Bartholomäberg;öffentl.;4;46;26;20
NMSH;801022;Mittelschule Bludenz;1093720.78,5967098.27;Schillerstraße 6;6700;Bludenz;öffentl.;16;292;156;136
PS;801024;Polytechnische Schule Montafon;1100266.56,5956508.78;Kirchstraße 10;6781;Bartholomäberg;öffentl.;5;64;35;29
NMSH;801032;Mittelschule;1080225.83,5972538.07;Landstraße 20;6710;Nenzing;öffentl.;13;306;173;133
NMSH;801042;Mittelschule Schruns-Dorf;1104379.32,5955335.06;Jakob Stemer-Weg 3;6780;Schruns;öffentl.;12;191;108;83
PS;801044;Polytechnische Schule;1087446.6,5974698.69;Kirchgasse 10;6712;Thüringen;öffentl.;2;44;32;12
VS;801051;Volksschule;1094676.86,5978531.99;Blons 9;6723;Blons;öffentl.;2;23;11;12
NMSH;801052;Mittelschule;1087070.91,5974334.7;Sankt Anna-Straße 4;6712;Thüringen;öffentl.;16;367;133;234
NMSH;801062;Mittelschule;1090915.1,5969868.24;Schulgasse 14;6714;Nüziders;öffentl.;13;277;146;131
VS;801071;Volksschule;1093545.67,5967158.52;Bludenz-Mitte, Sankt Peter Straße 1;6700;Bludenz;öffentl.;14;266;143;123
NMSH;801072;Mittelschule Innermontafon;1113495.47,5943565.54;Gortipohl, Silvrettastraße 9;6791;St. Gallenkirch;öffentl.;6;96;56;40
VS;801081;Volksschule;1092675.71,5968747.52;Obdorf;6700;Bludenz;öffentl.;8;132;70;62
NMSH;801082;Mittelschule;1129201.69,5976473.24;Dorf 396;6764;Lech;öffentl.;3;33;16;17
VS;801091;Volksschule;1094241.27,5965943.05;Sankt Peterstraße 45;6700;Bludenz;öffentl.;10;167;85;82
NMSH;801092;Mittelschule Klostertal;1104076.03,5965654.97;Arlbergstraße 92;6751;Innerbraz;öffentl.;8;153;85;68
VS;801101;Volksschule;1102231.18,5966441.25;Außerbraz, Mühlekreisweg 13;6751;Bludenz;öffentl.;2;31;18;13
NMSH;801102;Mittelschule Grüt;1103143.36,5954994.57;Batloggstraße 54;6780;Schruns;öffentl.;10;183;99;84
VS;801111;Volksschule;1097566.09,5965665.83;Bings, Oberbings 16;6700;Bludenz;öffentl.;4;52;24;28
NMSH;801112;Mittelschule;1091571.19,5967071.22;Schulstraße 4;6706;Bürs;öffentl.;8;159;83;76
VS;801121;Volksschule;1084853.55,5974370.32;Schulgasse 17;6719;Bludesch;öffentl.;8;138;84;54
NMSH;801122;Mittelschule Großes Walsertal;1094605.71,5978470.97;Blons 12;6723;Blons;öffentl.;7;107;51;56
VS;801131;Volksschule;1084133.99,5959155.36;Gufer 48;6708;Brand;öffentl.;2;33;18;15
NMSH;801132;Private katholische Mittelschule Oberland des Schulträgervereins Marienberg in Bregenz;1088339.27,5974178.92;Siedlung 2;6713;Ludesch;privat;4;64;31;33
VS;801141;Volksschule;1091571.19,5967071.22;Bürs, Schulstraße 4;6706;Bürs;öffentl.;8;153;77;76
VS;801151;Volksschule;1088311.65,5965928.6;Matin 45;6707;Bürserberg;öffentl.;2;36;17;19
VS;801161;Volksschule;1113351.31,5962307;Dalaas 140;6752;Dalaas;öffentl.;4;76;41;35
VS;801181;Volksschule;1103003.87,5982570.89;Kirchberg 27;6733;Fontanella;öffentl.;2;35;19;16
VS;801201;Volksschule;1116096.05,5939797.79;Gaschurn 200 A;6793;Gaschurn;öffentl.;3;59;34;25
VS;801221;Volksschule;1104076.03,5965654.97;Arlbergstraße 92;6751;Innerbraz;öffentl.;3;51;18;33
VS;801231;Volksschule;1123448.45,5963553.55;Klösterle 59a;6754;Klösterle;öffentl.;2;28;10;18
VS;801251;Volksschule;1129201.69,5976473.24;Dorf 396;6764;Lech;öffentl.;4;49;23;26
VS;801271;Volksschule;1096415.32,5963507.82;Lorüns 25;6700;Lorüns;öffentl.;1;15;8;7
VS;801281;Volksschule;1089057.83,5973792.89;Kirchstraße 19;6713;Ludesch;öffentl.;9;200;96;104
VS;801291;Volksschule;1080282.01,5972366.9;Landstraße 13;6710;Nenzing;öffentl.;10;191;114;77
VS;801301;Volksschule;1077853.91,5973403.81;Turgelweg 8;6710;Nenzing;öffentl.;2;27;14;13
VS;801311;Volksschule;1073321.76,5973756.13;Gurtis, Bazorastraße 1;6820;Nenzing;öffentl.;1;11;7;4
VS;801321;Volksschule;1073588.49,5975633.15;Haldenerstr. 17;6820;Nenzing;öffentl.;2;42;17;25
VS;801341;Volksschule;1091005.47,5970077.31;Schulgasse 10;6714;Nüziders;öffentl.;10;196;110;86
VS;801351;Volksschule;1094967.13,5976532.15;Raggal 31;6741;Raggal;öffentl.;4;49;23;26
VS;801381;Volksschule;1098231.8,5960487.27;Montafonerstraße 62;6771;St. Anton im Montafon;öffentl.;2;32;16;16
VS;801391;Volksschule;1110158.31,5945598.43;Zamangweg 2;6791;St. Gallenkirch;öffentl.;3;44;21;23
VS;801411;Volksschule;1113419.93,5943573.29;Gortipohl 9;6791;St. Gallenkirch;öffentl.;4;41;18;23
BMHSK;801418;Bundeshandelsakademie und Bundeshandelsschule;1093865.48,5966979.87;Schillerstraße 10;6700;Bludenz;öffentl.;14;337;147;190
VS;801421;Volksschule;1092576.67,5978189.39;Sankt Gerold;6722;St. Gerold;öffentl.;1;16;10;6
VS;801431;Volksschule;1104344.62,5955233.02;Jakob Stemer-Weg 1;6780;Schruns;öffentl.;9;167;93;74
BMHST;801449;Höhere gewerbliche Bundeslehranstalt (Fachrichtung Tourismus);1093865.48,5966979.87;Schillerstraße 10;6700;Bludenz;öffentl.;11;229;56;173
VS;801461;Volksschule;1110864.73,5957695.48;Schulweg 2;6782;Silbertal;öffentl.;3;45;21;24
VS;801481;Volksschule;1101796.58,5981047.5;Flecken 44;6731;Sonntag;öffentl.;2;27;17;10
VS;801511;Volksschule;1087446.6,5974698.69;Kirchgasse 6-8;6712;Thüringen;öffentl.;7;104;61;43
VS;801521;Volksschule;1089209.18,5977289.78;Jagdbergstraße 31;6721;Thüringerberg;öffentl.;2;34;16;18
VS;801531;Dislozierte Klasse der Volksschule (Leitung: 801541) 6774 Tschagguns;1102231.55,5954572.44;Schulplatz 2a;6774;Tschagguns;öffentl.;6;95;50;45
VS;801551;Volksschule;1097983.05,5957606.32;Anton-Bitschnau-Straße 2;6773;Vandans;öffentl.;10;132;70;62
VS;801561;Volksschule Galgenul;1108694.62,5946025.48;St. Gallenkirch 120;6791;St. Gallenkirch;öffentl.;1;18;7;11
VS;801571;Private katholische Volksschule Oberland des Schulträgervereins Marienberg in Bregenz;1088339.27,5974178.92;Siedlung 2;6713;Ludesch;privat;4;54;33;21
ASTAT;801581;Privatschule Lernwerkstatt Brunnenfeld des Schulträgervereins Marienberg in Bregenz;1095006.74,5964932.72;Brunnenfelderstraße 36;6700;Bludenz;privat;3;25;16;9
VS;802011;Volksschule;1085541.01,6024933.57;Schillerstraße 7;6900;Bregenz;öffentl.;8;156;80;76
NMSH;802012;Mittelschule Bregenz-Stadt;1085604.07,6024982.81;Belruptstraße 37;6900;Bregenz;öffentl.;10;200;87;113
PS;802014;Polytechnische Schule Bregenz;1081695.58,6023083.77;Holzackergasse 11;6900;Bregenz;öffentl.;10;225;143;82
BS;802015;Landesberufsschule Bregenz 3;1082297.38,6023307.17;Feldweg 23;6900;Bregenz;öffentl.;29;421;106;315
AHS;802016;Gymnasium der Zisterzienser;1082062.01,6024582.43;Mehrerauerstraße 68;6901;Bregenz;privat;13;259;215;44
VS;802021;Volksschule;1084129.36,6024117.9;Augasse 6;6900;Bregenz;öffentl.;13;237;125;112
NMSH;802022;Private katholische Mittelschule des Schulträgervereins Marienberg in Bregenz;1084918.5,6023388.33;Babenwohlweg 5;6900;Bregenz;privat;4;84;43;41
PS;802024;Polytechnische Schule;1102262.05,6004861.05;Platz 138;6870;Bezau;öffentl.;2;29;24;5
BS;802025;Landesberufsschule Bregenz 1;1082203.72,6023308.29;Feldweg 25;6900;Bregenz;öffentl.;39;576;481;95
AHS;802026;Bundesgymnasium;1084284.12,6023898.12;Blumenstraße 4;6900;Bregenz;öffentl.;32;765;345;420
NMSH;802032;Mittelschule Bregenz-Schendlingen;1081499.08,6022833.46;Wuhrwaldstraße 26;6900;Bregenz;öffentl.;12;281;165;116
SS;802034;Polytechnische Schule;1082665.09,6019949.69;Bahnhofstraße 5;6923;Lauterach;öffentl.;4;35;26;9
AHS;802036;Bundesgymnasium;1084859.87,6024031.75;Gallusstraße 4;6900;Bregenz;öffentl.;27;627;294;333
VS;802041;Volksschule;1082470.93,6022936.03;Rieden, Michael-Gaismayr-Straße 32;6900;Bregenz;öffentl.;12;236;128;108
NMSH;802042;Mittelschule Bregenz-Rieden;1082470.93,6022936.03;Rieden, Michael-Gaismayr-Straße 32;6900;Bregenz;öffentl.;14;326;177;149
AHS;802046;Privates Gymnasium und Wirtschaftskundliches Realgymnasium Sacre Coeur Riedenburg des Vereins Vereinigung von Ordensschulen Österreichs;1083254.35,6022312.12;Arlbergstraße 88-96;6900;Bregenz;privat;17;419;121;298
VS;802051;Volksschule Schendlingen;1081499.08,6022833.46;Wuhrwaldstraße 26;6900;Bregenz;öffentl.;14;280;158;122
NMSH;802052;Mittelschule;1094251.4,6016017.37;Hof 700;6861;Alberschwende;öffentl.;8;143;74;69
AHS;802056;Bundes-Oberstufenrealgymnasium;1083465.83,6020191.26;Montfortplatz 16a;6923;Lauterach;öffentl.;12;278;67;211
VS;802061;Volksschule;1088176.75,6023014.59;Fluh 14;6900;Bregenz;öffentl.;1;14;5;9
NMSH;802062;Mittelschule;1111475.59,5994936.31;Schulzentrum 409;6883;Au;öffentl.;9;172;92;80
VS;802071;Private Volksschule Sacre Coeur Riedenburg des Vereins Vereinigung von Ordensschulen Österreichs;1083254.35,6022312.12;Arlbergstraße 88-96;6900;Bregenz;privat;8;154;70;84
NMSH;802072;Mittelschule;1102262.05,6004861.05;Platz 138;6870;Bezau;öffentl.;10;199;96;103
AHS;802076;Bundes-Oberstufenrealgymnasium;1101208.39,6012312.4;Pfister 925;6863;Egg;öffentl.;12;283;81;202
VS;802081;Volksschule;1094222.02,6015912.64;Hof 701;6861;Alberschwende;öffentl.;6;101;56;45
NMSH;802082;Mittelschule;1101353.96,6012321.91;Pfister 780;6863;Egg;öffentl.;16;355;195;160
VS;802091;Volksschule;1096631.44,6017214.54;Dreßlen;6861;Alberschwende;öffentl.;2;27;16;11
NMSH;802092;Mittelschule;1077765.81,6022220.87;Seestraße 58;6971;Hard;öffentl.;16;293;150;143
VS;802101;Volksschule;1094416.78,6018768.45;Fischbach 387;6861;Alberschwende;öffentl.;2;26;14;12
NMSH;802102;Mittelschule;1072526.97,6017666.55;Franz-Reiter-Straße 19;6973;Höchst;öffentl.;16;336;177;159
VS;802111;Volksschule;1099917.22,6016452.61;Müselbach 367;6861;Alberschwende;öffentl.;2;17;9;8
NMSH;802112;Mittelschule;1085579.92,6033031.83;Schulgasse 7;6912;Hörbranz;öffentl.;11;213;95;118
VS;802121;Volksschule;1101705.68,6009888.74;Hof 334;6866;Andelsbuch;öffentl.;8;146;72;74
NMSH;802122;Mittelschule und Sonderschule;1133455.82,6000697.58;Riezlern, Engelbert-Kessler-Straße 34;6991;Mittelberg;öffentl.;11;146;73;73
VS;802131;Volksschule;1097822.21,6007943.04;Bersbuch 343;6866;Andelsbuch;öffentl.;1;12;4;8
NMSH;802132;Mittelschule;1083523.25,6020211.65;Montfortplatz 16;6923;Lauterach;öffentl.;10;216;127;89
VS;802141;Volksschule;1111475.59,5994936.31;Schulzentrum 409;6883;Au;öffentl.;5;95;49;46
NMSH;802142;Mittelschule;1104233.16,6016066.45;Hof 269;6951;Lingenau;öffentl.;12;254;102;152
VS;802151;Volksschule;1102291.44,6005150.38;Platz 45;6870;Bezau;öffentl.;6;91;54;37
NMSH;802152;Mittelschule;1085378.99,6028553.2;Landstraße 28;6911;Lochau;öffentl.;7;100;49;51
VS;802161;Volksschule;1087941.24,6017119.74;Bildstein;6858;Schwarzach;öffentl.;2;33;18;15
NMSH;802162;Mittelschule;1085306.65,6018593.28;Schulstraße 2;6922;Wolfurt;öffentl.;19;418;210;208
NMSH;802172;Mittelschule;1100215.71,6023201.39;Kirchdorf 200;6933;Doren;öffentl.;8;172;79;93
NMSH;802182;Mittelschule Mittelweiherburg;1079578.05,6021220.1;Flurstraße 12;6971;Hard;öffentl.;11;215;109;106
VS;802191;Volksschule;1105207.95,6002465.07;Kirchdorf 72;6874;Bizau;öffentl.;4;56;33;23
VS;802201;Volksschule;1092963.02,6021094.09;Heimen 67;6960;Buch;öffentl.;2;25;12;13
NMSH;802202;Mittelschule;1086765.2,6014996.68;Hofsteigstraße 68;6858;Schwarzach;öffentl.;9;176;96;80
VS;802211;Volksschule;1101053.83,5987913.8;Kirchdorf 138;6884;Damüls;öffentl.;1;12;6;6
NMSH;802212;Mittelschule;1108803.3,6016940.4;Platz 406;6952;Hittisau;öffentl.;10;169;83;86
VS;802221;Volksschule Doren;1099702.72,6022850.78;Kirchdorf 2;6933;Doren;öffentl.;4;42;25;17
VS;802231;Volksschule;1101554.18,6012748.84;Pfarrhof 648;6863;Egg;öffentl.;9;140;73;67
BS;802235;Landesberufsschule Lochau;1086248.8,6029921.94;Althofenweg 1;6911;Lochau;öffentl.;24;293;142;151
VS;802241;Volksschule;1103629.19,6013231.17;Großdorf, Dorf 168;6863;Egg;öffentl.;4;51;25;26
BS;802245;Landesberufsschule Bregenz 2;1082203.72,6023308.29;Feldweg 25;6900;Bregenz;öffentl.;65;1192;1095;97
VS;802251;Volksschule;1088710.7,6030159;Dorf 53;6911;Eichenberg;öffentl.;2;29;18;11
VS;802261;Volksschule;1075607.12,6020881.11;Baumgarten 6;6972;Fußach;öffentl.;6;108;62;46
VS;802271;Volksschule;1068084.06,6018587.3;Rheinstraße 16;6974;Gaißau;öffentl.;5;91;42;49
VS;802281;Volksschule Schule am See, Volksschule Hard;1077765.81,6022220.87;Seestraße 58;6971;Hard;öffentl.;23;356;192;164
VS;802291;Volksschule Mittelweiherburg;1079490.46,6021251.3;Flurstraße 10;6971;Hard;öffentl.;13;244;125;119
VS;802301;Volksschule;1108803.3,6016940.4;Platz 406;6952;Hittisau;öffentl.;8;133;65;68
VS;802311;Volksschule;1072912.24,6017743.8;Kirchdorf;6973;Höchst;öffentl.;13;251;117;134
VS;802331;Volksschule;1071700.32,6018250;Unterdorf;6973;Höchst;öffentl.;9;175;99;76
VS;802341;Volksschule;1085586.28,6033169.85;Schulgasse 3;6912;Hörbranz;öffentl.;15;301;153;148
VS;802351;Volksschule;1088873.56,6038662.17;Dorf 13;6914;Hohenweiler;öffentl.;4;53;25;28
VS;802361;Volksschule;1087116.56,6020758.78;Kirchstraße 17;6921;Kennelbach;öffentl.;4;84;35;49
VS;802371;Volksschule;1106032.03,6021365.4;Dorf 200;6942;Krumbach;öffentl.;3;44;28;16
VS;802381;Volksschule;1094336.78,6025575.03;Dorf 160;6932;Langen bei Bregenz;öffentl.;4;67;30;37
SS;802401;Volksschule;1101640.22,6018919.19;Bach 125;6941;Langenegg;öffentl.;9;108;50;58
VS;802411;Volksschule;1082860.97,6020084.29;Lauterach-Dorf;6923;Lauterach;öffentl.;14;271;152;119
BMHST;802417;Höhere technische Bundeslehr- und Versuchsanstalt;1085386.81,6025083.61;Reichsstraße 4;6900;Bregenz;öffentl.;29;600;558;42
